CaseID,weight,tm_start,tm_finish,duration,DOV_MANCHECK,XTESS171,XPARTY3,XPARTY7,xideo,XREL1,XREL2,XPCM0160,XPP10035,XPH1ANXI,Q1_Sentence1,Q1_Sentence2,Q1_Sentence3,Q1_Sentence4,Q1_Sentence5,Q1_Sentence6,Q1_Sentence1_Refused,Q1_Sentence2_Refused,Q1_Sentence3_Refused,Q1_Sentence4_Refused,Q1_Sentence5_Refused,Q1_Sentence6_Refused,Q2_Sentence1,Q2_Sentence2,Q2_Sentence3,Q2_Sentence4,Q2_Sentence5,Q2_Sentence6,Q2_Sentence1_Refused,Q2_Sentence2_Refused,Q2_Sentence3_Refused,Q2_Sentence4_Refused,Q2_Sentence5_Refused,Q2_Sentence6_Refused,Q3,Q4,Q5A_OptA_Genre,Q5A_OptB_Genre,Q5B_OptA_Genre,Q5B_OptB_Genre,Q5C_OptA_Genre,Q5C_OptB_Genre,Q5A_OptA_Topic,Q5A_OptB_Topic,Q5B_OptA_Topic,Q5B_OptB_Topic,Q5C_OptA_Topic,Q5C_OptB_Topic,Q5A_OptA_Style,Q5A_OptB_Style,Q5B_OptA_Style,Q5B_OptB_Style,Q5C_OptA_Style,Q5C_OptB_Style,Q5A_OptA_Medium,Q5A_OptB_Medium,Q5B_OptA_Medium,Q5B_OptB_Medium,Q5C_OptA_Medium,Q5C_OptB_Medium,Q5A_OptA_Length,Q5A_OptB_Length,Q5B_OptA_Length,Q5B_OptB_Length,Q5C_OptA_Length,Q5C_OptB_Length,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q6D,Q6E,Q6F,DOV_Q7Q8Q9_Order,Q7,Q8,Q9,ppage,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,PPREG4,pprent,ppstaten,PPT01,PPT25,PPT612,PPT1317,PPT18OV,ppwork,ppnet
2001,1.4963,20dec2014 00:57:51,20dec2014 01:13:41,15,2,1,1,3,2,2,4,17,2,3,a monkey likes to eat bananas,Horses r used to race,Cows are good to eat,Pigs smell bad,Chickens lay eggs,Rabbits breed rapidly,,,,,,,,,,,,,,,,,,,,,2,3,1,3,3,3,7,14,2,14,12,14,1,3,3,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,,,,,,,"Q9,Q8,Q7",2,3,2,55,9,2,1,1,1,2,1,12,1,1,2,1,47,0,0,0,0,2,1,1
2003,.6642,20dec2014 01:11:23,20dec2014 01:12:46,1,2,9,2,7,6,2,4,29,2,2,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,58,10,3,1,1,1,2,1,11,1,1,2,1,42,0,0,0,0,2,1,0
2004,.6813,20dec2014 01:33:55,20dec2014 01:57:00,23,2,11,2,7,2,5,2,10,2,2,,,,,,,,,,,,,The tiger proved to be the first cutie we met,Herds of emus moseyed over to us,Hippos quickly drew our focus,Little frogs we observed possess big power to kill,I see the speed of the wildebeest,The teeth of the wild dog worried me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,43,12,4,1,1,1,3,1,18,1,1,1,1,16,0,0,1,0,2,1,1
2005,1.4568,20dec2014 01:38:55,20dec2014 01:54:08,15,2,11,2,6,4,1,1,32,1,2,,,,,,,,,,,,,I see the deer.,I see the tiger.,I see the duck.,I see the exotic fish.,I see the big turtle.,I see the big ostrich.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,41,9,2,2,1,1,2,1,7,5,1,3,2,74,0,0,0,0,2,4,0
2006,1.0782,20dec2014 01:42:06,20dec2014 01:54:31,12,2,11,2,6,4,13,6,32,4,3,,,,,,,,,,,,,The horses were by the river.,Igot to see the turtles before the reptiles.,Lemurs were everywhere.,I hiked up the hill to see the ostriches.,The hippos meet by the river.,The sloths climbed the tree slowly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,19,9,2,5,2,0,6,1,17,5,1,4,1,92,0,0,1,0,5,7,1
2007,.8428,20dec2014 01:42:40,20dec2014 04:23:23,160,2,11,2,5,4,2,2,29,3,2,,,,,,,,,,,,,The otters were joyful to see.,Lots of colorful fish .,The tigers slept most of the time.,Old turtle's move slowly.,The fierce wolf howled loudly.,Big spiders creep me out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,29,10,3,1,2,0,3,1,1,5,1,2,1,31,0,0,0,0,3,1,1
2008,2.1585,20dec2014 01:43:39,20dec2014 01:49:19,5,2,6,1,3,4,11,5,32,4,3,My favorite animals to watch are the monkey's.,I saw the polar bear play with a ball.,The elephant was using her trunk to eat straw.,I stood on the second floor landing to view the giraffe.,I get goose bumps when I see the snakes.,The lion is the king of the jungle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,18,7,1,4,1,0,6,1,16,5,1,4,1,87,0,0,2,1,3,7,1
2009,1.8345,20dec2014 01:44:18,20dec2014 01:50:17,5,2,11,2,7,2,13,6,32,2,2,,,,,,,,,,,,,i see pig,fish swims,,,,,,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,42,8,1,4,1,1,2,3,8,5,0,3,2,64,0,0,0,0,2,7,0
2010,1.1447,20dec2014 01:48:19,20dec2014 01:51:28,3,2,11,2,5,4,5,4,26,2,2,,,,,,,,,,,,,I like lions.,th,,,,,,,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,30,9,2,1,1,0,5,2,2,6,1,3,2,59,0,0,0,0,5,1,1
2011,1.264,20dec2014 01:54:18,20dec2014 02:02:40,8,2,7,2,5,6,2,1,32,2,2,i love dogs,cats are cute,i'm scared of mice,roaches are nasty,snakes are long,i hate spiders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,32,7,1,4,1,0,4,1,1,1,1,2,1,34,0,0,1,1,2,7,1
2012,2.1122,20dec2014 01:55:26,20dec2014 02:39:45,44,2,2,2,7,2,1,2,32,4,2,"After we saw the jaguars, we saw Pumas.","after we left the reptile house, we went to see the birds.","as soon as I. Looked up, the bird pooped.","When the tiger roared, I jumped.","the peacocks Were very colorful, like a rainbow.",where are the lions? The roar gave them away.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,20,10,3,2,1,0,8,1,14,5,1,1,1,22,0,0,1,1,6,4,1
2013,.3384,20dec2014 01:57:01,20dec2014 02:05:11,8,2,10,2,7,2,13,6,29,3,2,,,,,,,,,,,,,The koi fish looked bored.,The crocodile smelled.,The tiger slept the whole time.,The worms burrowed through the dirt.,The spider protected its eggs.,The wolves howled loudly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,28,12,4,5,1,1,4,3,12,5,1,1,2,14,0,0,0,0,4,1,1
2014,.8116,20dec2014 01:57:51,20dec2014 02:03:03,5,2,2,2,7,2,13,5,2,1,2,The elephants really enjoyed eating the food their keeper gave them.,The butterfly garden was filled with beautiful butterflies and moths.,Lions really should have more space to roam than they do now.,I hope the gorillas come out into the open so we can see them!,"They have really improved the facilities for the animals since I was a child and visited, especially the whales..",In the spring sometimes you get to see the baby goats that have just been born.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,40,13,4,4,1,1,2,1,17,1,1,2,1,41,0,0,0,0,2,1,1
2015,.8663,20dec2014 02:05:26,20dec2014 03:54:13,108,2,9,2,5,3,13,6,17,4,2,,,,,,,,,,,,,I love to view the tigers.,The birds were very loud.,The reptile house smelled terrible.,The wild hogs grew big tusks.,The slothes moved very slow.,The big eyed lemurs hid from sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,55,9,2,1,1,0,1,1,1,3,0,4,3,86,0,0,0,0,1,2,0
2016,.4864,20dec2014 02:21:46,20dec2014 02:29:58,8,2,6,2,7,2,1,3,32,1,2,The monkeys were very amusing.,Did you see how dirty the elephants were?,The  macaws cages were so unique.,My children became so animated when they saw the gorillas.,Everyone was hesitant about visiting the snake building,We did not know the difference between  alligators and crocodiles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,70,10,3,2,2,1,3,2,13,1,1,3,2,58,0,0,0,0,3,5,1
2017,2.2138,20dec2014 02:30:12,20dec2014 02:40:37,10,2,8,2,6,1,11,4,6,1,2,,,,,,,,,,,,,I viewed the fish,I liked to see the Doves.,The Tigers were pretty to see.,Turtles were joyous.,Delighted to see the frogs.,Surprised to see the hogs,,,,,,,,,2,1,3,2,1,3,7,2,11,9,6,11,1,2,3,1,2,3,1,1,2,2,2,2,1,1,2,1,2,1,2,1,2,,,,,,,"Q7,Q8,Q9",1,5,3,29,12,4,2,2,1,1,3,19,1,1,3,2,56,0,0,0,0,1,1,0
2019,.5589,20dec2014 02:38:34,20dec2014 03:21:51,43,2,12,1,3,4,2,5,9,2,2,,,,,,,,,,,,,I zoomed up for the frog's eyes.,"The tiger belched, to the delight of the boys.",The hippo sees my busted proboscis,Do the turtles get to go out much?,We should use bikes to zoom by the fish,I like the look of the light on my boy with the butterflies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,46,14,4,1,1,1,4,1,17,1,1,3,1,57,0,0,2,0,2,1,1
2021,1.0808,20dec2014 03:06:42,20dec2014 03:19:26,12,2,3,1,2,6,1,1,32,4,2,WHEN I BENT over the edge i saw the baby monkey,i turned around to see the tiger,how did i forget to take a picture of the Gorhilla,as i went to sit down i seen that a snake was under the chair in the snake house,where was the peacock when i wanted to take a picture,Matthew screamed when he saw the spider on the wall in the equarium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,55,7,1,1,2,1,2,1,9,1,1,2,2,32,0,0,0,0,2,6,0
2023,.5952,20dec2014 03:10:17,20dec2014 03:50:49,40,2,8,1,2,2,2,3,1,3,2,,,,,,,,,,,,,We viewed the tigers first.,Next we looked for the chimps.,The wolves were by the trees.,The first bird observed by us looked red.,We devoured our food by the fish zoo.,I liked the frogs.,,,,,,,,,3,1,1,1,1,2,11,1,5,3,2,10,1,3,3,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,,,,,,,"Q7,Q8,Q9",4,3,3,54,12,4,1,1,1,2,1,13,1,1,3,1,63,0,0,0,0,2,1,0
2024,.8974,20dec2014 03:23:25,20dec2014 03:36:59,13,2,4,2,7,2,1,1,32,1,2,"On our recent field trip, the first animals we saw were the monkeys.",Our second stop was at the lion paddock.,One of my favorite parts of the trip was seeing the elephants,It's unbelievable how long the rhinosoruses can stay under water.,I could stay all day in the avairy watching the beautiful birds,"The trip made me think of the fun phrase, ""lions and tigers and bears, oh my!""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,63,12,4,1,1,1,2,1,19,1,1,3,1,56,0,0,0,0,2,4,1
2025,1.7415,20dec2014 03:34:06,09jan2015 01:56:05,28701,2,9,2,6,5,3,2,25,4,2,,,,,,,,,,,,,Live fish swim.,Please feed the,I hat,,,,,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,68,9,2,1,1,1,2,3,14,1,1,1,2,21,0,0,0,0,2,1,1
2026,1.364,20dec2014 03:46:43,20dec2014 04:13:51,27,2,8,1,3,5,1,5,32,2,2,,,,,,,,,,,,,The birds flew through the bush.,The couger stuck his foot close to mud.,Hippos slept most of the time.,Five deer jumped over the log.,Two tigers rolled over the weeds.,The sheep licked my leg.,,,,,,,,,1,1,1,3,2,1,5,4,4,13,9,1,2,2,2,3,1,3,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,,,,,,,"Q9,Q8,Q7",2,3,1,57,9,2,1,2,0,4,1,11,1,1,3,1,63,0,0,2,0,2,7,1
2027,.9083,20dec2014 04:13:05,20dec2014 04:35:58,22,2,12,2,7,4,1,5,32,3,2,,,,,,,,,,,,,on the  visit to the zoo i meet the cubs,while visiting the zoo i meet the zookeeper,i met the birds,by the by i meet the striped horses,i met the horses  their tricks for people they did,everytime ithought there were old stuff to look upon i would look up to see horses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,65,9,2,1,2,0,6,4,3,2,0,3,2,62,1,0,1,1,3,6,0
2029,.8424,20dec2014 04:20:19,20dec2014 04:56:04,35,2,12,2,7,4,2,6,32,4,2,,,,,,,,,,,,,I see birds,I see emus,I see wild geese,I see butterflies,I see hippos,I see big turtles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,62,9,2,1,2,1,2,1,10,1,1,2,1,43,0,0,0,0,2,5,1
2030,1.6695,20dec2014 04:22:31,20dec2014 04:32:14,9,2,11,1,3,5,13,6,25,3,2,,,,,,,,,,,,,The fish like to swim.,The pigs like mud.,Birds pooped outside of their home.,Tigers peed outside.,Otters like to be together.,Hippos smell sometimes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,35,8,1,1,1,1,6,1,17,1,1,2,1,35,1,1,1,0,3,1,1
2032,.6533,20dec2014 04:29:16,20dec2014 04:47:27,18,2,11,1,1,6,2,2,8,2,2,,,,,,,,,,,,,"Before our stroll, the tiger jumped over the rocks.","Curiously,crickets jump from tree to tree.","Turtles move slowly, but the zookeeper moves slower.",Hippos swim swiftly.,Wild dogs howls pierce the sky.,Spiders' webs shimmer slightly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,45,13,4,1,2,1,4,1,19,1,1,2,1,33,0,0,0,2,2,1,1
2033,.8786,20dec2014 05:39:09,20dec2014 07:14:20,95,2,14,2,5,4,11,6,16,2,2,,,,,,,,,,,,,The spiders hid to the trees.,Tigers would look like trees with their stripes.,Lots of birds fly for the shows.,My sister looks for food with hippos.,I wish to see lots of stuffed toys to buy.,Bugs both big like ity bitty creep me out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,29,12,4,4,2,1,2,2,12,6,1,3,1,52,0,0,0,0,2,1,1
2036,1.8924,20dec2014 06:05:04,20dec2014 06:30:12,25,2,14,2,7,6,3,4,1,2,2,,,,,,,,,,,,,I took pictures of pigs.,I loved the reptiles mostly the frogs.,My kids loved to see the tigers.,The fish they were colorful.,Its lovely to see leapords.,The hippos looked huge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,31,8,1,4,1,1,4,1,11,1,1,4,1,93,1,1,0,0,2,1,1
2037,1.4123,20dec2014 06:22:25,20dec2014 06:41:25,19,2,14,2,7,6,3,2,32,2,2,,,,,,,,,,,,,The spider looked to the door.,The bird is bright red.,The mouse is goes up the hill.,The pig is big round pet.,the duck is so black.,The fish goes up thru the river..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,76,3,1,4,1,1,3,1,11,1,1,3,1,74,0,0,0,1,2,5,1
2038,.8727,20dec2014 06:29:13,20dec2014 07:05:07,35,2,7,1,1,6,2,2,32,1,2,The lion roared and shook his golden mane!,The peacock spread his beautiful tail to attract the female peacock.,The cute baby giraffe swished it's tail as it nursed at it's mothers teat.,Two elephants entwined their trunks like a caress.,Monkeys appear to be very watchful over their children.,It is interesting to watch the snakes being fed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,80,10,3,1,2,1,2,1,10,1,1,4,1,84,0,0,0,0,2,7,1
2039,1.501,20dec2014 06:38:27,20dec2014 06:40:04,1,2,5,2,6,3,13,4,31,3,2,a,b,c,d,e,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,26,6,1,4,1,1,3,1,10,1,1,4,1,93,0,0,0,0,3,2,1
2041,.4186,20dec2014 08:01:35,21dec2014 06:01:11,1319,2,3,1,2,6,1,2,32,3,1,I am so  to be going to see the rhinos!,Janna's sister's favorite part is seeing the manatees.,Joanna loves the lions.,The fish aquarium is quite spectacular as well.,Did Jackson get a chance to pet the snake?,"Joe, Monica loved viewing the gorillas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20,9,2,5,2,0,3,1,11,5,1,2,3,31,0,0,0,0,3,4,1
2042,.9932,20dec2014 09:33:23,20dec2014 09:41:04,7,2,3,2,5,4,13,6,32,3,2,"After the rhinos, I saw the giraffes.","A few minutes later, I saw the lions.",Then I saw the tigers.,Later I saw the cheetahs.,"After lunch, I saw the snakes.","Finally, I saw the birds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,18,9,2,1,1,0,2,1,7,5,1,1,1,21,0,0,0,0,2,4,0
2043,1.47,20dec2014 10:15:16,20dec2014 10:32:40,17,2,4,2,5,4,1,1,29,4,3,After eating a hotdog i saw the monkeys,I then walked to see the lions,I then went into the reptial to see the snakes,After getting a refreshment i went down to watch the seals swim,then i went to see the big turtles,as i made my way out i stoped to see the elephants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,50,9,2,1,1,1,3,4,11,1,0,3,1,71,0,0,0,0,3,2,0
2045,.8243,20dec2014 11:24:45,22dec2014 14:29:09,3064,2,14,1,3,5,2,2,32,2,2,,,,,,,,,,,,,I surprised two Tigers with white stripes.,The zoo missed super for the birds.,"Squirrels were every where, fed by the people.",Trees were home for the wild life who flew.,My life felt secure with those who built the zoo.,I missed those superior of the zoo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,67,13,4,1,1,1,2,1,13,1,0,3,1,56,0,0,0,0,2,5,1
2046,1.2142,20dec2014 13:44:53,20dec2014 13:50:07,5,2,4,1,3,4,3,4,20,4,2,The monkeys were swinging from the trees.,Elephants were with baby elephants.,The wolves are my favorite.,The rhinos had big horns.,Parrots were eating fruit.,"The butterflies land on you as you walk through the gardens,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,46,9,2,1,2,1,2,1,13,6,1,3,1,59,0,0,0,0,2,1,0
2048,1.9166,20dec2014 14:27:28,20dec2014 14:44:37,17,2,13,2,6,3,1,5,32,2,2,,,,,,,,,,,,,The world hold every differece people,We see them some time.,Every body is help to other,What is the biggest one about the world,No body will see with out them.,Make the spect will help.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,40,9,2,2,1,0,2,4,5,5,0,3,1,57,0,0,0,0,2,4,0
2049,.5134,20dec2014 14:29:44,20dec2014 14:41:13,11,2,1,1,2,5,3,5,14,3,2,We took a ride in a boat shaped like a swan while there were ducks swimming around us!,"As we were viewing the monkeys, one of them turned around and showed us his butt.",They had a talent show we viewed of sea otters dancing and doing tricks!,There were several elephants that had babies with them.,We went inside a butterfly building and viewed all kinds of flowers and assortments of butterflies.,There was a building that was only 40 degrees inside for the penguins to stay in.,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,3,9,7,9,10,8,3,3,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,,,,,,,"Q9,Q7,Q8",4,4,3,26,10,3,1,2,1,1,3,4,1,0,2,2,33,0,0,0,0,1,1,1
2050,2.3322,20dec2014 14:40:01,20dec2014 14:40:28,0,2,6,2,6,3,2,3,32,2,2,,,,,,,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,28,5,1,4,2,1,2,2,13,5,1,1,3,21,0,0,0,0,2,6,0
2052,.8692,20dec2014 14:46:29,20dec2014 14:53:49,7,2,1,2,6,3,11,4,12,3,2,I want to see the monkeys!!!!!,Are the tigers awake and walking around,Lets feed the birds.,I want to ride the elephant today.,Lets go to the petting area and see the goats.,Want a lemonade or something to eat?,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,1,4,9,11,5,10,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,,,,,,,"Q8,Q9,Q7",3,5,3,51,10,3,1,2,0,4,1,12,5,1,3,2,59,0,0,0,1,3,1,1
2055,1.8532,20dec2014 14:53:13,21dec2014 18:19:20,1646,2,6,1,2,4,2,6,1,1,2,the gorillas are hairy!,giraffes have long legs,i gave the elephants peanuts,swans are beautiful,have you seen the monkeys?,i liked the aquarium the most!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,44,9,2,1,2,1,3,1,16,1,0,2,1,47,0,0,0,0,3,1,1
2057,.7641,20dec2014 15:12:29,03jan2015 17:48:45,20316,2,9,2,6,4,2,5,32,2,2,,,,,,,,,,,,,The zoo houses no white species.,Octupus swim well.,Porpoises do tricks.,Tigers growl loudly.,Asps don't like lettuce.,Birds come in every size.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,76,12,4,1,2,1,3,1,8,3,1,1,1,23,0,0,0,0,3,5,1
2058,.5003,20dec2014 15:20:19,21dec2014 15:54:32,1474,2,7,2,7,2,2,5,8,1,2,The tall giraffes were munching delicious leaves.,The baby elephant held tight to the tip of his mother's tail.,Silly monkeys were jumping from tree to tree.,Beautiful peacocks displayed their elegant tail feathers.,Ferocious lions slept in the tall grass.,Hungry alligators poked their heads above water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,60,13,4,1,2,1,1,1,13,3,1,3,1,59,0,0,0,0,1,1,1
2062,.5935,20dec2014 15:53:55,20dec2014 15:57:46,3,2,3,1,1,7,11,2,32,2,2,I can't wait to see the cats.,Let's go to the rain forest.,I do not want to see the snakes.,Monkeys are not my favorite.,Polar bears are so pretty.,Let's go to the bird sanctuary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,66,9,2,1,2,1,1,3,7,5,1,2,1,31,0,0,0,0,1,5,1
2063,.6449,20dec2014 15:55:48,03jan2015 20:27:38,20431,2,10,2,5,5,1,5,32,4,2,,,,,,,,,,,,,We looked for  cows.,Emily likes birds.,Christy is by the bees.,Billy sees the hippos.,the chimps look for T.J.,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,42,9,2,1,2,1,6,1,10,1,1,2,2,34,0,0,1,0,5,7,1
2065,1.0602,20dec2014 16:10:29,20dec2014 16:14:18,3,2,2,1,3,4,1,3,32,2,2,i saw an elephant,i really love the big cats,the bears are huge,there were a lot of birds,the children loved the lions,i saw many giraffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,44,9,2,1,2,0,3,1,10,4,1,3,1,59,0,0,0,0,3,7,0
2066,.8749,20dec2014 16:12:29,20dec2014 16:20:05,7,2,7,2,7,2,13,6,1,2,2,The gorillas were very large but not fierce.,We saw giraffes at eye level beacause they were standing on lower ground.,The reptiles didn't move much but we could view them up close.,Water buffalo were enjoying a meal when we saw them.,I'd like to go back and watch the birds longer.,"I like the big cats best: lions, leopards, tigers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,56,12,4,1,1,1,3,1,17,1,1,4,1,93,0,0,0,0,3,1,1
2067,1.011,20dec2014 16:18:22,20dec2014 21:39:45,321,2,14,1,3,7,2,3,27,2,2,,,,,,,,,,,,,your tiger is here,the turtle is over there,took picture of the chimp,the elk is over there,the owl is at the trough,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,56,9,2,1,1,1,1,1,8,1,1,3,1,59,0,0,0,0,1,1,0
2068,.7207,20dec2014 16:21:05,20dec2014 17:00:33,39,2,10,1,3,5,11,4,4,1,2,,,,,,,,,,,,,The fish were colorful,The spider slipped out the door,The sheep were cold,Horses were restless,Everybody loved the mule,The eel bite me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,51,10,3,1,1,1,3,1,14,1,1,3,1,63,0,0,0,0,3,1,1
2072,2.3328,20dec2014 16:53:09,20dec2014 18:08:56,75,2,10,2,6,4,11,1,29,4,3,,,,,,,,,,,,,I like tigers.,I checked out the spider section.,Some of the reptiles were huge with big splotches of weird colors.,The cubs were climbing everywhere.,The hippos were towering over the bushes.,The crocodile effortlessly moved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,18,7,1,2,2,0,3,1,12,5,1,3,2,63,0,0,0,1,2,1,1
2073,1.9954,20dec2014 17:15:55,20dec2014 17:23:53,7,2,10,2,5,3,13,6,32,3,2,,,,,,,,,,,,,The lemur is my pet.,I look for the turtle.,"Sometimes, the fish built homes.",I dislike spiders.,"For the record, crocodiles smell.",The jellyfish drifted slowly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,18,9,2,3,1,0,4,3,18,5,1,4,1,93,0,0,0,2,2,4,1
2076,1.0284,20dec2014 17:58:18,20dec2014 18:59:03,60,2,6,1,1,6,1,1,20,1,2,I watched the bears with my wife and 2 kids.,My wife and daugther got separated from me and my son while looking at the snakes.,We found each other while looking at the water birds.,I got separated again from everyone while watching the hippo.,We again found each other while looking at the big cats,Our son and daugther are new airmen in the Air Force and came to attention when they hear retreat playing at a near by Army base..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,57,12,4,1,1,0,4,2,9,1,0,2,3,31,0,0,0,0,4,1,0
2079,.7942,20dec2014 18:16:45,20dec2014 18:59:31,42,2,9,2,5,4,2,6,32,3,2,,,,,,,,,,,,,while we were there we viewed the chimps,we looked for some tigers,we were muzed with the size of the pigs,the wild dogs  were very cheerful,the moose were good to see,the deer with very cute little does were there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,73,9,2,1,1,1,2,1,8,1,1,3,1,74,0,0,0,0,2,5,0
2081,2.2557,20dec2014 19:03:45,20dec2014 19:17:55,14,2,13,2,5,4,11,3,24,3,2,,,,,,,,,,,,,I spotted the tiger first.,The hippo is big.,The pig is sloppy.,Some reptiles smell.,The zoo is filled with sights to see.,The cow stood beside me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,24,9,2,2,1,0,2,1,14,5,1,3,1,52,0,0,0,0,2,1,1
