StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,IC,gender,age,edu1,attention1,interest,TV,news,vote,LRself,RFself,PSself,GRself,LOself,LRparty_1,LRparty_2,LRparty_3,LRparty_4,LRparty_5,LRparty_6,LRparty_7,LRparty_25,LRparty_26,LRtime_First Click,LRtime_Last Click,LRtime_Page Submit,LRtime_Click Count,RFparty_1,RFparty_2,RFparty_3,RFparty_4,RFparty_5,RFparty_6,RFparty_7,RFparty_8,RFparty_9,RFtime_First Click,RFtime_Last Click,RFtime_Page Submit,RFtime_Click Count,PSparty_1,PSparty_2,PSparty_3,PSparty_4,PSparty_5,PSparty_6,PSparty_7,PSparty_8,PSparty_9,PStime_First Click,PStime_Last Click,PStime_Page Submit,PStime_Click Count,GRparty_1,GRparty_2,GRparty_3,GRparty_4,GRparty_5,GRparty_6,GRparty_7,GRparty_8,GRparty_9,GRparty_First Click,GRparty_Last Click,GRparty_Page Submit,GRparty_Click Count,LOparty_1,LOparty_2,LOparty_3,LOparty_4,LOparty_5,LOparty_6,LOparty_7,LOparty_8,LOparty_9,LOtime_First Click,LOtime_Last Click,LOtime_Page Submit,LOtime_Click Count,manipulation_1,manipulation_2,manipulation_3,manipulation_4,manipulation_5,manipulation_6,manipulation_7,manipulation_DO_1,manipulation_DO_2,manipulation_DO_3,manipulation_DO_4,manipulation_DO_5,manipulation_DO_6,manipulation_DO_7,LRCtrl_1,LRCtrl_2,LRCtrl_3,LRCtrl_4,LRCtrl_5,LRCtrl_6,LRCtrl_7,LRCtrl_8,LRCtrl_9,LRCtrl_time_First Click,LRCtrl_time_Last Click,LRCtrl_time_Page Submit,LRCtrl_time_Click Count,RFCtrl_1,RFCtrl_2,RFCtrl_3,RFCtrl_4,RFCtrl_5,RFCtrl_6,RFCtrl_7,RFCtrl_8,RFCtrl_9,RFCtrl_time_First Click,RFCtrl_time_Last Click,RFCtrl_time_Page Submit,RFCtrl_time_Click Count,PSCtrl_1,PSCtrl_2,PSCtrl_3,PSCtrl_4,PSCtrl_5,PSCtrl_6,PSCtrl_7,PSCtrl_8,PSCtrl_9,PSCtrl_time_First Click,PSCtrl_time_Last Click,PSCtrl_time_Page Submit,PSCtrl_time_Click Count,GRCtrl_1,GRCtrl_2,GRCtrl_3,GRCtrl_4,GRCtrl_5,GRCtrl_6,GRCtrl_7,GRCtrl_8,GRCtrl_9,GRCtrl_time_First Click,GRCtrl_time_Last Click,GRCtrl_time_Page Submit,GRCtrl_time_Click Count,LOCtrl_1,LOCtrl_2,LOCtrl_3,LOCtrl_4,LOCtrl_5,LOCtrl_6,LOCtrl_7,LOCtrl_8,LOCtrl_9,LOCtrl_time_First Click,LOCtrl_time_Last Click,LOCtrl_time_Page Submit,LOCtrl_time_Click Count,prime,integration,interior,environment,justice,leftCtrl,leftCtrl_time_First Click,leftCtrl_time_Last Click,leftCtrl_time_Page Submit,leftCtrl_time_Click Count,rightCtrl,rightCtrl_time_First Click,rightCtrl_time_Last Click,rightCtrl_time_Page Submit,rightCtrl_time_Click Count,leftTreat,leftTreat_time_First Click,leftTreat_time_Last Click,leftTreat_time_Page Submit,leftTreat_time_Click Count,rightTreat,rightTreat_time_First Click,rightTreat_time_Last Click,rightTreat_time_Page Submit,rightTreat_time_Click Count,know1,know1_DO_1,know1_DO_2,know1_DO_3,know1_DO_4,know1_DO_5,know2,attention2,attention2_DO_1,attention2_DO_2,attention2_DO_3,attention2_DO_4,attention2_DO_5,know3,know3_DO_1,know3_DO_2,know3_DO_3,know3_DO_4,know3_DO_5,rid,Q_TotalDuration,exp1,party,exp2,direction,FL_32_DO_FL_34,FL_32_DO_FL_36,FL_32_DO_FL_104,FL_32_DO_FL_105,FL_32_DO_FL_106,FL_39_DO_FL_44,FL_39_DO_FL_107,FL_39_DO_FL_108,FL_39_DO_FL_109,FL_101_DO_Experiment1-Refugees,FL_101_DO_Experiment1-PublicSector,FL_101_DO_Experiment1-Environment,FL_101_DO_Experiment1-LawandOrder,FL_102_DO_Experiment1-RefugeesControl,FL_102_DO_Experiment1-PublicSectorControl,FL_102_DO_Experiment1-EnvironmentControl,FL_102_DO_Experiment1-LawandOrderControl,FL_62_DO_FL_63,FL_62_DO_FL_103,FL_62_DO_FL_110,FL_64_DO_FL_65,FL_64_DO_FL_111,PoliticalAttitudes_DO_LOself,PoliticalAttitudes_DO_GRself,PoliticalAttitudes_DO_RFself,PoliticalAttitudes_DO_LRself,PoliticalAttitudes_DO_PSself
2018-04-06 18:59:21,2018-04-06 19:07:39,0,100,497,1,2018-04-06 19:07:39,R_3sywKOgOZpzYKMN,anonymous,DA,1,2,29,3,NA,2,6,4,7,4,11,9,11,11,11,6,6,11,1,1,1,11,1,11.003,48.303,49.965,10,1,1,1,1,11,11,11,1,11,11.252,21.995,23.216,10,1,1,1,6,11,11,11,1,11,62.611,82.49,83.984,10,1,1,1,1,11,11,11,1,11,10.785,26.586,27.442,12,1,1,1,1,11,11,11,1,11,12.603,20.229,21.605,9,NA,1,NA,NA,1,NA,NA,4,6,3,1,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16.63,16.63,17.321,1,1,2,3,4,1,5,79,2,4,2,1,3,5,3,4,3,1,2,5,5AC7FBAF-D209-43A8-9350-92E9C2B3DEA5,497,allerede har dannet,Radikale Venstre,paa ingen maade oensker,2,NA,1,NA,NA,NA,4,1,3,2,3,2,1,4,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,5,1,2
2018-04-06 19:07:00,2018-04-06 19:11:37,0,100,276,1,2018-04-06 19:11:37,R_3xaCerSGf6M5Nbr,anonymous,DA,1,1,18,6,NA,1,6,4,2,4,6,5,3,10,5,4,4,3,2,8,8,8,7,38.894,49.828,50.807,17,4,4,4,3,2,4,4,5,5,5.198,9.478,10.254,12,4,4,5,6,7,7,7,7,7,18.648,22.933,23.785,10,6,7,6,7,7,6,5,6,7,4.944,8.248,9.222,9,5,3,3,3,4,5,5,6,6,10.574,14.596,15.436,13,1,1,NA,NA,NA,NA,NA,5,3,1,2,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13.891,13.891,14.751,1,NA,NA,NA,NA,NA,5,2,3,4,1,5,200000,2,2,3,1,4,5,5,3,4,1,2,5,5AC7FD6D-A04E-40CA-8765-9A0DE949D609,276,allerede har dannet,Liberal Alliance,har et klart oenske om,1,NA,NA,1,NA,NA,3,4,1,2,2,1,3,4,NA,NA,NA,NA,NA,1,NA,1,NA,2,3,5,1,4
2018-04-06 19:09:14,2018-04-06 19:16:42,0,100,447,1,2018-04-06 19:16:42,R_1jHU3M60Bt3T52U,anonymous,DA,1,1,23,6,NA,1,6,4,6,9,9,3,4,4,9,6,3,11,8,4,1,8,3,1.021,47.04,47.766,40,3,4,8,1,4,5,8,6,7,0.94,75.478,76.178,83,2,3,7,4,4,9,11,6,10,2.653,48.46,49.986,60,4,5,8,1,6,8,11,6,9,0.755,36.17,36.253,40,2,4,9,1,5,7,11,6,8,1.939,43.568,44.243,54,NA,1,NA,NA,1,NA,NA,5,6,4,1,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6.899,22.12,22.737,8,NA,NA,NA,NA,NA,2,4,1,2,3,5,49,2,3,4,2,1,5,4,3,4,1,2,5,5AC7FDE3-1325-4E45-9ECD-04632E171E6E,447,umuligt kan danne,Dansk Folkeparti,paa ingen maade oensker,1,NA,NA,NA,1,NA,2,1,4,3,1,4,3,2,NA,NA,NA,NA,NA,NA,1,1,NA,2,5,3,1,4
2018-04-06 19:14:04,2018-04-06 19:21:22,0,100,437,1,2018-04-06 19:21:22,R_3sB4VP8gNYXIR5x,anonymous,DA,1,1,46,3,NA,2,3,8,2,9,5,4,6,6,8,9,12,7,2,5,12,10,2,52.289,73.757,75.035,9,6,4,12,1,7,8,12,5,9,8.546,28.519,29.698,9,5,3,12,7,8,8,12,5,8,31.435,53.165,55.652,10,6,6,12,6,9,7,6,6,8,17.124,33.786,34.845,9,5,4,12,4,8,8,12,5,7,8.248,27.54,28.489,10,1,1,NA,NA,NA,NA,NA,3,4,2,6,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,NA,NA,NA,NA,NA,6,14.428,14.428,15.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,4,5,ved ikke,2,4,3,1,2,5,5,2,3,1,4,5,5AC7FF0F-1159-407B-B6C9-237D9B476134,437,allerede har dannet,Radikale Venstre,control,2,NA,1,NA,NA,NA,4,3,1,2,2,1,3,4,NA,NA,NA,NA,1,NA,NA,NA,1,5,2,4,1,3
2018-04-06 19:18:42,2018-04-06 19:28:12,0,100,569,1,2018-04-06 19:28:13,R_1n8wmkkQgKz7EdA,anonymous,DA,1,1,54,10,NA,2,8,8,4,11,1,8,9,2,9,6,6,11,1,1,1,9,6,6.178,56.047,57.634,24,10,6,6,11,1,9,1,9,6,1.411,41.13,42.647,24,9,6,6,11,1,8,4,9,6,5.567,40.889,42.175,32,9,6,6,9,11,9,11,8,6,2.119,34.049,35.389,23,3,6,4,1,12,4,8,3,6,6.067,43.271,43.722,22,1,1,NA,NA,NA,NA,NA,6,2,3,1,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.958,27.377,29.51,3,1,2,1,4,3,5,175,2,2,1,4,3,5,4,4,2,3,1,5,5AC8000E-0418-4CDE-9DF7-B52D48203CEE,569,allerede har dannet,Radikale Venstre,paa ingen maade oensker,2,NA,NA,1,NA,NA,4,1,3,2,1,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,3,1,4
2018-04-06 19:24:30,2018-04-06 19:29:33,0,100,303,1,2018-04-06 19:29:34,R_9n9PesJEilVAK9H,anonymous,DA,1,1,28,3,NA,1,8,7,1,4,8,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,9,6,4,10,9,9,4.679,16.835,18.393,11,12,12,12,12,12,12,12,12,12,1.894,19.853,20.508,13,5,8,2,10,6,12,8,8,4,2.98,19.928,21.068,11,7,5,7,11,8,10,8,4,11,4.071,18.606,19.889,12,12,11,12,9,5,4,11,11,12,3.97,24.969,26.04,13,NA,NA,NA,NA,NA,9,4.367,11.029,11.927,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,3,5,175,2,3,1,4,2,5,1,2,3,4,1,5,5AC80192-03E3-468A-AF2E-B8555523FFE7,303,control,Dansk Folkeparti,control,1,1,NA,NA,NA,NA,2,1,4,3,NA,NA,NA,NA,1,4,2,3,1,NA,NA,1,NA,4,2,5,1,3
2018-04-06 19:25:37,2018-04-06 19:31:52,0,100,374,1,2018-04-06 19:31:52,R_s86Cl643cmdbtbb,anonymous,DA,1,1,42,3,NA,2,7,6,4,7,8,9,11,11,6,8,4,5,10,9,7,6,4,25.803,43.29,44.321,9,4,8,6,1,7,8,5,7,6,11.906,28.075,28.892,10,8,8,7,10,4,6,5,3,5,2.941,15.805,17.542,11,5,8,6,4,7,6,7,4,5,8.119,21.726,22.718,10,9,4,6,11,7,9,4,8,7,4.201,15.801,16.632,9,NA,1,NA,1,NA,NA,NA,2,1,4,6,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7.215,7.215,8.395,1,1,2,4,1,3,5,175,2,1,4,3,2,5,5,1,4,2,3,5,5AC801E1-FE11-4747-8E81-7EEF9450B007,374,umuligt kan danne,Liberal Alliance,paa ingen maade oensker,2,NA,NA,NA,NA,1,2,4,1,3,2,4,1,3,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,3,1,5
2018-04-06 19:00:45,2018-04-06 19:31:58,0,100,1873,1,2018-04-06 19:31:59,R_w5YcIrj5eVvfozL,anonymous,DA,1,1,52,3,NA,2,3,3,1,11,1,1,6,1,8,9,5,10,3,6,1,8,2,4.746,95.129,96.005,15,3,3,8,1,9,5,10,4,10,4.349,35.068,35.777,14,5,2,8,9,11,5,11,4,10,3.644,1053.906,1054.793,13,6,4,9,6,11,8,10,4,10,2.01,32.17,33,11,6,7,3,10,2,6,1,9,2,3.593,33.801,34.779,11,1,1,NA,NA,NA,NA,NA,3,4,6,1,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,224.032,225.257,226.363,2,NA,NA,NA,NA,NA,1,3,4,1,2,5,179,2,3,1,4,2,5,1,3,2,4,1,5,5AC7FBF3-AFBF-4A53-BB53-FF246320FF83,1873,umuligt kan danne,Dansk Folkeparti,har et klart oenske om,1,NA,NA,NA,NA,1,2,1,4,3,2,3,4,1,NA,NA,NA,NA,NA,1,NA,1,NA,4,3,2,1,5
2018-04-06 19:27:25,2018-04-06 19:39:06,0,100,700,1,2018-04-06 19:39:06,R_1Qch7DH6ATtxCDU,anonymous,DA,1,1,51,9,NA,2,4,4,6,4,4,6,6,2,11,6,6,10,1,4,1,12,3,63.654,98.654,103.819,10,4,7,6,3,8,5,3,8,7,19.984,59.268,61.577,11,6,6,6,6,6,6,6,6,6,13.263,24.056,26.258,9,6,6,6,6,6,6,6,6,6,19.375,27.935,32.644,9,4,6,6,4,8,4,8,4,5,31.078,58.279,60.365,9,1,1,NA,NA,NA,NA,NA,4,2,6,5,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,3,27.101,27.101,28.743,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,4,5,Ved ikke,2,4,1,3,2,5,5,3,1,2,4,5,5AC80229-0D64-461C-A736-256DAC8CACC6,700,allerede har dannet,Dansk Folkeparti,control,1,NA,NA,1,NA,NA,1,2,4,3,2,4,3,1,NA,NA,NA,NA,1,NA,NA,1,NA,2,4,3,1,5
2018-04-06 19:22:02,2018-04-06 19:41:13,0,100,1150,1,2018-04-06 19:41:13,R_3lLD0i6rubEcuHS,anonymous,DA,1,1,64,10,NA,2,4,6,4,8,5,6,7,7,8,6,3,9,3,3,1,8,2,29.88,110.816,112.673,11,5,6,11,3,8,7,11,7,9,17.891,68.379,70.897,9,6,8,9,6,8,8,10,7,10,35.847,77.495,79.674,9,6,6,8,7,10,8,11,8,10,25.918,73.366,76.011,9,6,4,3,8,3,4,1,6,3,31.208,61.616,63.809,9,1,NA,NA,1,NA,NA,NA,1,3,4,6,2,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,36.112,36.112,38.338,1,3,2,1,4,3,5,97,2,1,2,3,4,5,1,4,2,3,1,5,5AC80105-3F43-407B-A16F-3237838FB141,1150,umuligt kan danne,Dansk Folkeparti,har et klart oenske om,2,NA,NA,NA,1,NA,3,2,4,1,3,4,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,4,3,1,5
2018-04-06 19:53:58,2018-04-06 20:04:36,0,100,638,1,2018-04-06 20:04:37,R_1JXXZsTt5Ev1Ksr,anonymous,DA,1,2,30,8,NA,3,2,1,4,6,3,11,4,3,12,12,12,12,12,12,12,12,12,52.01,82.931,84.509,21,12,12,12,12,12,12,12,12,12,4.952,35.305,35.875,28,3,12,12,8,12,8,9,12,8,1.885,32.749,34.492,21,12,12,12,12,12,12,12,12,12,1.68,20.26,20.812,31,12,12,12,12,12,12,12,12,12,2.272,29.174,29.701,35,1,1,NA,NA,NA,NA,NA,2,1,4,5,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,28.318,28.799,30.469,2,5,4,2,3,1,5,175,2,1,2,3,4,5,5,2,4,1,3,5,5AC80852-2762-43CA-9CE5-924E8A96DB8A,638,allerede har dannet,Radikale Venstre,paa ingen maade oensker,2,NA,1,NA,NA,NA,4,2,1,3,1,3,4,2,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,2,1,5
2018-04-06 20:03:10,2018-04-06 20:09:06,0,100,355,1,2018-04-06 20:09:06,R_BROS1oYkka0wDx7,anonymous,DA,1,1,24,9,NA,4,2,1,10,12,1,4,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,9.111,24.913,25.517,24,12,12,12,1,12,12,12,12,12,2.817,18.65,19.472,23,12,12,12,12,12,12,12,12,12,2.03,9.221,9.79,24,12,12,12,12,12,12,12,12,12,2.773,7.223,7.813,22,12,12,12,12,12,12,12,12,12,2.589,13.716,14.257,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.592,13.364,13.869,6,NA,NA,NA,NA,NA,1,4,2,3,1,5,180,2,4,2,1,3,5,3,1,4,3,2,5,5AC80A9C-A132-431C-88E1-784C91D0D156,355,control,Liberal Alliance,har et klart oenske om,1,1,NA,NA,NA,NA,2,4,3,1,NA,NA,NA,NA,3,2,4,1,NA,1,NA,1,NA,5,4,2,1,3
2018-04-06 20:34:58,2018-04-06 20:37:09,0,100,131,1,2018-04-06 20:37:10,R_33rtmHXVIekkQLJ,anonymous,DA,1,1,29,3,NA,2,7,6,6,11,9,10,7,8,9,8,7,6,6,6,7,8,9,2.28,5.582,5.84,16,10,8,8,8,7,7,7,8,10,1.42,3.738,4.838,13,9,7,7,6,6,7,7,6,8,1.206,4.472,5.332,18,10,8,7,8,7,8,9,8,6,1.404,7.802,8.424,16,8,7,6,6,7,7,8,7,7,1.31,4.682,4.898,15,NA,1,NA,NA,NA,NA,NA,1,5,4,2,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,6,4.212,5.02,5.358,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,5,128,2,1,4,3,2,5,3,1,2,4,3,5,5AC8121D-2237-4D7D-A4A8-6D7AAABCCE77,131,allerede har dannet,Liberal Alliance,control,1,NA,NA,1,NA,NA,3,4,2,1,1,3,4,2,NA,NA,NA,NA,1,NA,NA,1,NA,5,4,3,1,2
2018-04-06 19:53:08,2018-04-07 0:27:35,0,100,16466,1,2018-04-07 0:27:35,R_27TmzAFOakowujk,anonymous,DA,1,1,48,6,NA,3,6,1,6,11,6,9,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,10,6,11,9,6,10,6.822,46.302,48.166,9,6,6,9,10,6,11,6,6,10,4.053,29.773,31.964,10,6,6,9,10,6,11,6,6,10,3.546,17.482,20.177,9,6,6,9,10,8,11,8,6,10,6.819,36.898,41.779,10,6,6,9,10,6,11,6,6,10,5.405,28.116,33.797,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,20.626,20.626,22.066,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,4,5,179,2,2,1,3,4,5,1,2,4,3,1,5,5AC80814-D280-4317-A54A-9AD42AD58422,16466,control,Liberal Alliance,control,2,1,NA,NA,NA,NA,3,4,2,1,NA,NA,NA,NA,3,4,1,2,1,NA,NA,NA,1,2,3,4,1,5
2018-04-07 0:31:00,2018-04-07 0:38:20,0,100,439,1,2018-04-07 0:38:20,R_1lizkmJagJtXSVb,anonymous,DA,1,1,27,6,NA,2,8,8,4,4,6,6,8,1,3,6,7,2,9,4,10,11,11,3.486,37.298,39.687,17,1,1,1,1,7,6,7,7,6,5.532,29.724,30.676,13,2,4,7,4,6,6,4,9,12,2.575,17.201,18.174,11,2,11,4,4,3,5,7,6,5,9.594,17.452,18.045,11,3,4,3,2,6,3,7,8,9,5.77,26.308,27.487,14,NA,NA,1,NA,NA,1,NA,2,3,4,1,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.207,9.742,29.245,4,2,4,2,3,1,5,ca. 165,2,4,2,1,3,5,1,2,3,1,4,5,5AC8496B-23D3-40DB-AFA3-F6F05D14FFAF,439,umuligt kan danne,Liberal Alliance,har et klart oenske om,2,NA,NA,NA,1,NA,2,4,3,1,3,4,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,4,2,5,1,3
2018-04-07 0:35:59,2018-04-07 0:44:35,0,100,515,1,2018-04-07 0:44:36,R_1QrOuJz7KmKrRAB,anonymous,DA,1,1,52,3,NA,2,7,8,4,6,3,7,6,7,8,9,5,7,12,7,3,9,5,8.522,36.931,38.474,10,4,12,8,3,12,4,9,6,8,9.106,42,43.204,11,5,3,8,7,12,7,8,4,8,21.977,48.376,50.138,13,6,7,6,8,8,8,9,5,7,7.268,26.759,27.945,10,6,4,6,7,12,7,7,3,7,5.876,30.324,31.538,10,1,1,NA,NA,NA,NA,NA,1,2,3,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,24.874,24.874,27.722,1,NA,NA,NA,NA,NA,1,1,2,3,4,5,179,2,2,1,4,3,5,1,3,1,4,2,5,5AC84A96-0E07-4F58-B3A2-56EB8697D857,515,allerede har dannet,Liberal Alliance,paa ingen maade oensker,1,NA,1,NA,NA,NA,1,4,2,3,2,1,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,3,2,5,1,4
